     t        m      T
  999.00   -6.06  190.71
 1000.00   -6.07  189.20
 1001.00   -6.16  190.33
 1002.00   -6.12  190.91
 1003.00   -6.13  190.39
 1004.00   -6.11  190.00
 1005.00   -6.04  189.59
 1006.00   -6.16  190.33
 1007.00   -6.17  188.30
 1008.00   -6.13  189.42
 1009.00   -6.19  188.97
 1010.00   -6.19  187.27
 1011.00   -6.16  190.65
 1012.00   -6.09  190.26
 1013.00   -6.14  190.13
 1014.00   -6.17  191.42
 1015.00   -6.16  190.23
 1016.00   -6.03  190.81
 1017.00   -6.11  189.20
 1018.00   -6.10  190.29
 1019.00   -6.07  190.36
 1020.00   -5.96  188.75
 1021.00   -6.07  189.91
 1022.00   -6.11  190.07
 1023.00   -6.07  190.65
 1024.00   -5.98  190.13
 1025.00   -6.08  190.17
 1026.00   -6.11  189.59
 1027.00   -6.09  190.26
 1028.00   -6.09  190.42
 1029.00   -6.03  190.65
 1030.00   -6.32  190.46
 1031.00   -6.08  189.78
 1032.00   -6.10  190.36
 1033.00   -6.16  189.46
 1034.00   -6.09  190.36
 1035.00   -6.02  190.36
 1036.00   -6.19  190.49
 1037.00   -6.22  190.23
 1038.00   -6.15  190.46
 1039.00   -6.00  190.17
 1040.00   -6.01  190.46
 1041.00   -6.08  189.84
 1042.00   -6.08  189.84
 1043.00   -6.08  189.84
 1044.00   -6.08  189.84
 1045.00   -6.08  189.84
 1046.00   -6.08  189.84
 1047.00   -6.08  189.84
 1048.00   -6.08  189.84
 1049.00   -6.08  189.84
 1050.00   -6.08  189.84
 1051.00   -6.08  189.84
 1052.00   -6.08  189.84
 1053.00   -6.08  189.84
 1054.00   -6.08  189.84
 1055.00   -6.08  189.84
 1056.00   -6.08  189.84
 1057.00   -6.08  189.84
 1058.00   -6.08  189.84
 1059.00   -6.08  189.84
 1060.00   -6.08  189.84
 1061.00   -6.08  189.84
 1062.00   -6.08  189.84
 1063.00   -6.08  189.84
 1064.00   -6.08  189.84
 1065.00   -6.08  189.84
 1066.00   -6.08  189.84
 1067.00   -6.08  189.84
 1068.00   -6.08  189.84
 1069.00   -6.08  189.84
 1070.00   -6.08  189.84
 1071.00   -6.08  189.84
 1072.00   -6.08  189.84
 1073.00   -6.08  189.84
 1074.00   -6.08  189.84
 1075.00   -6.08  189.84
 1076.00   -6.08  189.84
 1077.00   -6.08  189.84
 1078.00   -6.08  189.84
 1079.00   -6.08  189.84
 1080.00   -6.08  189.84
 1081.00   -6.08  189.84
 1082.00   -6.08  189.84
 1083.00   -6.08  189.84
 1084.00   -6.08  189.84
 1085.00   -6.08  189.84
 1086.00   -6.08  189.84
 1087.00   -6.08  189.84
 1088.00   -6.08  189.84
 1089.00   -6.08  189.84
 1090.00   -6.08  189.84
 1091.00   -6.08  189.84
 1092.00   -6.08  189.84
 1093.00   -6.08  189.84
 1094.00   -6.08  189.84
 1095.00   -6.08  189.84
 1096.00   -6.08  189.84
 1097.00   -6.08  189.84
 1098.00   -6.08  189.84
 1099.00   -6.08  189.84
 1100.00   -6.08  189.84
 1101.00   -6.08  189.84
 1102.00   -6.08  189.84
 1103.00   -6.08  189.84
 1104.00   -6.08  189.84
 1105.00   -6.08  189.84
 1106.00   -6.08  189.84
 1107.00   -6.08  189.84
 1108.00   -6.08  189.84
 1109.00   -6.08  189.84
 1110.00   -6.08  189.84
 1111.00   -6.08  189.84
 1112.00   -6.08  189.84
 1113.00   -6.08  189.84
 1114.00   -6.08  189.84
 1115.00   -6.08  189.84
 1116.00   -6.08  189.84
 1117.00   -6.08  189.84
 1118.00   -6.08  189.84
 1119.00   -6.08  189.84
 1120.00   -6.08  189.84
 1121.00   -6.08  189.84
 1122.00   -6.08  189.84
 1123.00   -6.08  189.84
 1124.00   -6.08  189.84
 1125.00   -6.08  189.84
 1126.00   -6.08  189.84
 1127.00   -6.08  189.84
 1128.00   -6.08  189.84
 1129.00   -6.08  189.84
 1130.00   -6.08  189.84
 1131.00   -6.08  189.84
 1132.00   -6.08  189.84
 1133.00   -6.08  189.84
 1134.00   -6.08  189.84
 1135.00   -6.08  189.84
 1136.00   -6.08  189.84
 1137.00   -6.08  189.84
 1138.00   -6.08  189.84
 1139.00   -6.08  189.84
 1140.00   -6.08  189.84
 1141.00   -6.08  189.84
 1142.00   -6.08  189.84
 1143.00   -6.08  189.84
 1144.00   -6.08  189.84
 1145.00   -6.08  189.84
 1146.00   -6.08  189.84
 1147.00   -6.08  189.84
 1148.00   -6.08  189.84
 1149.00   -6.08  189.84
 1150.00   -6.08  189.84
 1151.00   -6.08  189.84
 1152.00   -6.08  189.84
 1153.00   -6.08  189.84
 1154.00   -6.08  189.84
 1155.00   -6.08  189.84
 1156.00   -6.08  189.84
 1157.00   -6.08  189.84
 1158.00   -6.08  189.84
 1159.00   -6.08  189.84
 1160.00   -6.08  189.84
 1161.00   -6.08  189.84
 1162.00   -6.08  189.84
 1163.00   -6.08  189.84
 1164.00   -6.08  189.84
 1165.00   -6.08  189.84
 1166.00   -6.08  189.84
 1167.00   -6.08  189.84
 1168.00   -6.08  189.84
 1169.00   -6.08  189.84
 1170.00   -6.08  189.84
 1171.00   -6.08  189.84
 1172.00   -6.08  189.84
 1173.00   -6.08  189.84
 1174.00   -6.08  189.84
 1175.00   -6.08  189.84
 1176.00   -6.08  189.84
 1177.00   -6.08  189.84
 1178.00   -6.08  189.84
 1179.00   -6.08  189.84
 1180.00   -6.08  189.84
 1181.00   -6.08  189.84
 1182.00   -6.08  189.84
 1183.00   -6.08  189.84
 1184.00   -6.08  189.84
 1185.00   -6.08  189.84
 1186.00   -6.08  189.84
 1187.00   -6.08  189.84
 1188.00   -6.08  189.84
 1189.00   -6.08  189.84
 1190.00   -6.08  189.84
 1191.00   -6.08  189.84
 1192.00   -6.08  189.84
 1193.00   -6.08  189.84
 1194.00   -6.08  189.84
 1195.00   -6.08  189.84
 1196.00   -6.08  189.84
 1197.00   -6.08  189.84
 1198.00   -6.08  189.84
 1199.00   -6.08  189.84
 1200.00   -6.08  189.84
 1201.00   -6.08  189.84
 1202.00   -6.08  189.84
 1203.00   -6.08  189.84
 1204.00   -6.08  189.84
 1205.00   -6.08  189.84
 1206.00   -6.08  189.84
 1207.00   -6.08  189.84
 1208.00   -6.08  189.84
 1209.00   -6.08  189.84
 1210.00   -6.08  189.84
 1211.00   -6.08  189.84
 1212.00   -6.08  189.84
 1213.00   -6.08  189.84
 1214.00   -6.08  189.84
 1215.00   -6.08  189.84
 1216.00   -6.08  189.84
 1217.00   -6.08  189.84
 1218.00   -6.08  189.84
 1219.00   -6.08  189.84
 1220.00   -6.08  189.84
 1221.00   -6.08  189.84
 1222.00   -6.08  189.84
 1223.00   -6.08  189.84
 1224.00   -6.08  189.84
 1225.00   -6.08  189.84
 1226.00   -6.08  189.84
 1227.00   -6.08  189.84
 1228.00   -6.08  189.84
 1229.00   -6.08  189.84
 1230.00   -6.08  189.84
 1231.00   -6.08  189.84
 1232.00   -6.08  189.84
 1233.00   -6.08  189.84
 1234.00   -6.08  189.84
 1235.00   -6.08  189.84
 1236.00   -6.08  189.84
 1237.00   -6.08  189.84
 1238.00   -6.08  189.84
 1239.00   -6.08  189.84
 1240.00   -6.08  189.84
 1241.00   -6.08  189.84
 1242.00   -6.08  189.84
 1243.00   -6.08  189.84
 1244.00   -6.08  189.84
 1245.00   -6.08  189.84
 1246.00   -6.08  189.84
 1247.00   -6.08  189.84
 1248.00   -6.08  189.84
 1249.00   -6.08  189.84
 1250.00   -6.08  189.84
 1251.00   -6.08  189.84
 1252.00   -6.08  189.84
 1253.00   -6.08  189.84
 1254.00   -6.08  189.84
 1255.00   -6.08  189.84
 1256.00   -6.08  189.84
 1257.00   -6.08  189.84
 1258.00   -6.08  189.84
 1259.00   -6.08  189.84
 1260.00   -6.08  189.84
 1261.00   -6.08  189.84
 1262.00   -6.08  189.84
 1263.00   -6.08  189.84
 1264.00   -6.08  189.84
 1265.00   -6.08  189.84
 1266.00   -6.08  189.84
 1267.00   -6.08  189.84
 1268.00   -6.08  189.84
 1269.00   -6.08  189.84
 1270.00   -6.08  189.84
 1271.00   -6.08  189.84
 1272.00   -6.08  189.84
 1273.00   -6.08  189.84
 1274.00   -6.08  189.84
 1275.00   -6.08  189.84
 1276.00   -6.08  189.84
 1277.00   -6.08  189.84
 1278.00   -6.08  189.84
 1279.00   -6.08  189.84
 1280.00   -6.08  189.84
 1281.00   -6.08  189.84
 1282.00   -6.08  189.84
 1283.00   -6.08  189.84
 1284.00   -6.08  189.84
 1285.00   -6.08  189.84
 1286.00   -6.08  189.84
 1287.00   -6.08  189.84
 1288.00   -6.08  189.84
 1289.00   -6.08  189.84
 1290.00   -6.08  189.84
 1291.00   -6.08  189.84
 1292.00   -6.08  189.84
 1293.00   -6.08  189.84
 1294.00   -6.08  189.84
 1295.00   -6.08  189.84
 1296.00   -6.08  189.84
 1297.00   -6.08  189.84
 1298.00   -6.08  189.84
 1299.00   -6.08  189.84
 1300.00   -6.08  189.84
 1301.00   -6.08  189.84
 1302.00   -6.08  189.84
 1303.00   -6.08  189.84
 1304.00   -6.08  189.84
 1305.00   -6.08  189.84
 1306.00   -6.08  189.84
 1307.00   -6.08  189.84
 1308.00   -6.08  189.84
 1309.00   -6.08  189.84
 1310.00   -6.08  189.84
 1311.00   -6.08  189.84
 1312.00   -6.08  189.84
 1313.00   -6.08  189.84
 1314.00   -6.08  189.84
 1315.00   -6.08  189.84
 1316.00   -6.08  189.84
 1317.00   -6.08  189.84
 1318.00   -6.08  189.84
 1319.00   -6.08  189.84
 1320.00   -6.08  189.84
 1321.00   -6.08  189.84
 1322.00   -6.08  189.84
 1323.00   -6.08  189.84
 1324.00   -6.08  189.84
 1325.00   -6.08  189.84
 1326.00   -6.08  189.84
 1327.00   -6.08  189.84
 1328.00   -6.08  189.84
 1329.00   -6.08  189.84
 1330.00   -6.08  189.84
 1331.00   -6.08  189.84
 1332.00   -6.08  189.84
 1333.00   -6.08  189.84
 1334.00   -6.08  189.84
 1335.00   -6.08  189.84
 1336.00   -6.08  189.84
 1337.00   -6.08  189.84
 1338.00   -6.08  189.84
 1339.00   -6.08  189.84
 1340.00   -6.08  189.84
 1341.00   -6.08  189.84
 1342.00   -6.08  189.84
 1343.00   -6.08  189.84
 1344.00   -6.08  189.84
 1345.00   -6.08  189.84
 1346.00   -6.08  189.84
 1347.00   -6.08  189.84
 1348.00   -6.08  189.84
 1349.00   -6.08  189.84
 1350.00   -6.08  189.84
 1351.00   -6.08  189.84
 1352.00   -6.08  189.84
 1353.00   -6.08  189.84
 1354.00   -6.08  189.84
 1355.00   -6.08  189.84
 1356.00   -6.08  189.84
 1357.00   -6.08  189.84
 1358.00   -6.08  189.84
 1359.00   -6.08  189.84
 1360.00   -6.08  189.84
 1361.00   -6.08  189.84
 1362.00   -6.08  189.84
 1363.00   -6.08  189.84
 1364.00   -6.08  189.84
 1365.00   -6.08  189.84
 1366.00   -6.08  189.84
 1367.00   -6.08  189.84
 1368.00   -6.08  189.84
 1369.00   -6.08  189.84
 1370.00   -6.08  189.84
 1371.00   -6.08  189.84
 1372.00   -6.08  189.84
 1373.00   -6.08  189.84
 1374.00   -6.08  189.84
 1375.00   -6.08  189.84
 1376.00   -6.08  189.84
 1377.00   -6.08  189.84
 1378.00   -6.08  189.84
 1379.00   -6.08  189.84
 1380.00   -6.08  189.84
 1381.00   -6.08  189.84
 1382.00   -6.08  189.84
 1383.00   -6.08  189.84
 1384.00   -6.08  189.84
 1385.00   -6.08  189.84
 1386.00   -6.08  189.84
 1387.00   -6.08  189.84
 1388.00   -6.08  189.84
 1389.00   -6.08  189.84
 1390.00   -6.08  189.84
 1391.00   -6.08  189.84
 1392.00   -6.08  189.84
 1393.00   -6.08  189.84
 1394.00   -6.08  189.84
 1395.00   -6.08  189.84
 1396.00   -6.08  189.84
 1397.00   -6.08  189.84
 1398.00   -6.08  189.84
 1399.00   -6.08  189.84
 1400.00   -6.08  189.84
 1401.00   -6.08  189.84
 1402.00   -6.08  189.84
 1403.00   -6.08  189.84
 1404.00   -6.08  189.84
 1405.00   -6.08  189.84
 1406.00   -6.08  189.84
 1407.00   -6.08  189.84
 1408.00   -6.08  189.84
 1409.00   -6.08  189.84
 1410.00   -6.08  189.84
 1411.00   -6.08  189.84
 1412.00   -6.08  189.84
 1413.00   -6.08  189.84
 1414.00   -6.08  189.84
 1415.00   -6.08  189.84
 1416.00   -6.08  189.84
 1417.00   -6.08  189.84
 1418.00   -6.08  189.84
 1419.00   -6.08  189.84
 1420.00   -6.08  189.84
 1421.00   -6.08  189.84
 1422.00   -6.08  189.84
 1423.00   -6.08  189.84
 1424.00   -6.08  189.84
 1425.00   -6.08  189.84
 1426.00   -6.08  189.84
 1427.00   -6.08  189.84
 1428.00   -6.08  189.84
 1429.00   -6.08  189.84
 1430.00   -6.08  189.84
 1431.00   -6.08  189.84
 1432.00   -6.08  189.84
 1433.00   -6.08  189.84
 1434.00   -6.08  189.84
 1435.00   -6.08  189.84
 1436.00   -6.08  189.84
 1437.00   -6.08  189.84
 1438.00   -6.08  189.84
 1439.00   -6.08  189.84
 1440.00   -6.08  189.84
 1441.00   -6.08  189.84
 1442.00   -6.08  189.84
 1443.00   -6.08  189.84
 1444.00   -6.08  189.84
 1445.00   -6.08  189.84
 1446.00   -6.08  189.84
 1447.00   -6.08  189.84
 1448.00   -6.08  189.84
 1449.00   -6.08  189.84
 1450.00   -6.08  189.84
 1451.00   -6.08  189.84
 1452.00   -6.08  189.84
 1453.00   -6.08  189.84
 1454.00   -6.08  189.84
 1455.00   -6.08  189.84
 1456.00   -6.08  189.84
 1457.00   -6.08  189.84
 1458.00   -6.08  189.84
 1459.00   -6.08  189.84
 1460.00   -6.08  189.84
 1461.00   -6.08  189.84
 1462.00   -6.08  189.84
 1463.00   -6.08  189.84
 1464.00   -6.08  189.84
 1465.00   -6.08  189.84
 1466.00   -6.08  189.84
 1467.00   -6.08  189.84
 1468.00   -6.08  189.84
 1469.00   -6.08  189.84
 1470.00   -6.08  189.84
 1471.00   -6.08  189.84
 1472.00   -6.08  189.84
 1473.00   -6.08  189.84
 1474.00   -6.08  189.84
 1475.00   -6.08  189.84
 1476.00   -6.08  189.84
 1477.00   -6.08  189.84
 1478.00   -6.08  189.84
 1479.00   -6.08  189.84
 1480.00   -6.08  189.84
 1481.00   -6.08  189.84
 1482.00   -6.08  189.84
 1483.00   -6.08  189.84
 1484.00   -6.08  189.84
 1485.00   -6.08  189.84
 1486.00   -6.08  189.84
 1487.00   -6.08  189.84
 1488.00   -6.08  189.84
 1489.00   -6.08  189.84
 1490.00   -6.08  189.84
 1491.00   -6.08  189.84
 1492.00   -6.08  189.84
 1493.00   -6.08  189.84
 1494.00   -6.08  189.84
 1495.00   -6.08  189.84
 1496.00   -6.08  189.84
 1497.00   -6.08  189.84
 1498.00   -6.08  189.84
 1499.00   -6.08  189.84
 1500.00   -6.08  189.84
 1501.00   -6.08  189.84
 1502.00   -6.08  189.84
 1503.00   -6.08  189.84
 1504.00   -6.08  189.84
 1505.00   -6.08  189.84
 1506.00   -6.08  189.84
 1507.00   -6.08  189.84
 1508.00   -6.08  189.84
 1509.00   -6.08  189.84
 1510.00   -6.08  189.84
 1511.00   -6.08  189.84
 1512.00   -6.08  189.84
 1513.00   -6.08  189.84
 1514.00   -6.08  189.84
 1515.00   -6.08  189.84
 1516.00   -6.08  189.84
 1517.00   -6.08  189.84
 1518.00   -6.08  189.84
 1519.00   -6.08  189.84
 1520.00   -6.08  189.84
 1521.00   -6.08  189.84
 1522.00   -6.08  189.84
 1523.00   -6.08  189.84
 1524.00   -6.08  189.84
 1525.00   -6.08  189.84
 1526.00   -6.08  189.84
 1527.00   -6.08  189.84
 1528.00   -6.08  189.84
 1529.00   -6.08  189.84
 1530.00   -6.08  189.84
 1531.00   -6.08  189.84
 1532.00   -6.08  189.84
 1533.00   -6.08  189.84
 1534.00   -6.08  189.84
 1535.00   -6.08  189.84
 1536.00   -6.08  189.84
 1537.00   -6.08  189.84
 1538.00   -6.08  189.84
 1539.00   -6.08  189.84
 1540.00   -6.08  189.84
 1541.00   -6.08  189.84
 1542.00   -6.08  189.84
 1543.00   -6.08  189.84
 1544.00   -6.08  189.84
 1545.00   -6.08  189.84
 1546.00   -6.08  189.84
 1547.00   -6.08  189.84
 1548.00   -6.08  189.84
 1549.00   -6.08  189.84
 1550.00   -6.08  189.84
 1551.00   -6.08  189.84
 1552.00   -6.08  189.84
 1553.00   -6.08  189.84
 1554.00   -6.08  189.84
 1555.00   -6.08  189.84
 1556.00   -6.08  189.84
 1557.00   -6.08  189.84
 1558.00   -6.08  189.84
 1559.00   -6.08  189.84
 1560.00   -6.08  189.84
 1561.00   -6.08  189.84
 1562.00   -6.08  189.84
 1563.00   -6.08  189.84
 1564.00   -6.08  189.84
 1565.00   -6.08  189.84
 1566.00   -6.08  189.84
 1567.00   -6.08  189.84
 1568.00   -6.08  189.84
 1569.00   -6.08  189.84
 1570.00   -6.08  189.84
 1571.00   -6.08  189.84
 1572.00   -6.08  189.84
 1573.00   -6.08  189.84
 1574.00   -6.08  189.84
 1575.00   -6.08  189.84
 1576.00   -6.08  189.84
 1577.00   -6.08  189.84
 1578.00   -6.08  189.84
 1579.00   -6.08  189.84
 1580.00   -6.08  189.84
 1581.00   -6.08  189.84
 1582.00   -6.08  189.84
 1583.00   -6.08  189.84
 1584.00   -6.08  189.84
 1585.00   -6.08  189.84
 1586.00   -6.08  189.84
 1587.00   -6.08  189.84
 1588.00   -6.08  189.84
 1589.00   -6.08  189.84
 1590.00   -6.08  189.84
 1591.00   -6.08  189.84
 1592.00   -6.08  189.84
 1593.00   -6.08  189.84
 1594.00   -6.08  189.84
 1595.00   -6.08  189.84
 1596.00   -6.08  189.84
 1597.00   -6.08  189.84
 1598.00   -6.08  189.84
 1599.00   -6.08  189.84
 1600.00   -6.08  189.84
 1601.00   -6.08  189.84
 1602.00   -6.08  189.84
 1603.00   -6.08  189.84
 1604.00   -6.08  189.84
 1605.00   -6.08  189.84
 1606.00   -6.08  189.84
 1607.00   -6.08  189.84
 1608.00   -6.08  189.84
 1609.00   -6.08  189.84
 1610.00   -6.08  189.84
 1611.00   -6.08  189.84
 1612.00   -6.08  189.84
 1613.00   -6.08  189.84
 1614.00   -6.08  189.84
 1615.00   -6.08  189.84
 1616.00   -6.08  189.84
 1617.00   -6.08  189.84
 1618.00   -6.08  189.84
 1619.00   -6.08  189.84
 1620.00   -6.08  189.84
 1621.00   -6.08  189.84
 1622.00   -6.08  189.84
 1623.00   -6.08  189.84
 1624.00   -6.08  189.84
 1625.00   -6.08  189.84
 1626.00   -6.08  189.84
 1627.00   -6.08  189.84
 1628.00   -6.08  189.84
 1629.00   -6.08  189.84
 1630.00   -6.08  189.84
 1631.00   -6.08  189.84
 1632.00   -6.08  189.84
 1633.00   -6.08  189.84
 1634.00   -6.08  189.84
 1635.00   -6.08  189.84
 1636.00   -6.08  189.84
 1637.00   -6.08  189.84
 1638.00   -6.08  189.84
 1639.00   -6.08  189.84
 1640.00   -6.08  189.84
 1641.00   -6.08  189.84
 1642.00   -6.08  189.84
 1643.00   -6.08  189.84
 1644.00   -6.08  189.84
 1645.00   -6.08  189.84
 1646.00   -6.08  189.84
 1647.00   -6.08  189.84
 1648.00   -6.08  189.84
 1649.00   -6.08  189.84
 1650.00   -6.08  189.84
 1651.00   -6.08  189.84
 1652.00   -6.08  189.84
 1653.00   -6.08  189.84
 1654.00   -6.08  189.84
 1655.00   -6.08  189.84
 1656.00   -6.08  189.84
 1657.00   -6.08  189.84
 1658.00   -6.08  189.84
 1659.00   -6.08  189.84
 1660.00   -6.08  189.84
 1661.00   -6.08  189.84
 1662.00   -6.08  189.84
 1663.00   -6.08  189.84
 1664.00   -6.08  189.84
 1665.00   -6.08  189.84
 1666.00   -6.08  189.84
 1667.00   -6.08  189.84
 1668.00   -6.08  189.84
 1669.00   -6.08  189.84
 1670.00   -6.08  189.84
 1671.00   -6.08  189.84
 1672.00   -6.08  189.84
 1673.00   -6.08  189.84
 1674.00   -6.08  189.84
 1675.00   -6.08  189.84
 1676.00   -6.08  189.84
 1677.00   -6.08  189.84
 1678.00   -6.08  189.84
 1679.00   -6.08  189.84
 1680.00   -6.08  189.84
 1681.00   -6.08  189.84
 1682.00   -6.08  189.84
 1683.00   -6.08  189.84
 1684.00   -6.08  189.84
 1685.00   -6.08  189.84
 1686.00   -6.08  189.84
 1687.00   -6.08  189.84
 1688.00   -6.08  189.84
 1689.00   -6.08  189.84
 1690.00   -6.08  189.84
 1691.00   -6.08  189.84
 1692.00   -6.08  189.84
 1693.00   -6.08  189.84
 1694.00   -6.08  189.84
 1695.00   -6.08  189.84
 1696.00   -6.08  189.84
 1697.00   -6.08  189.84
 1698.00   -6.08  189.84
 1699.00   -6.08  189.84
 1700.00   -6.08  189.84
 1701.00   -6.08  189.84
 1702.00   -6.08  189.84
 1703.00   -6.08  189.84
 1704.00   -6.08  189.84
 1705.00   -6.08  189.84
 1706.00   -6.08  189.84
 1707.00   -6.08  189.84
 1708.00   -6.08  189.84
 1709.00   -6.08  189.84
 1710.00   -6.08  189.84
 1711.00   -6.08  189.84
 1712.00   -6.08  189.84
 1713.00   -6.08  189.84
 1714.00   -6.08  189.84
 1715.00   -6.08  189.84
 1716.00   -6.08  189.84
 1717.00   -6.08  189.84
 1718.00   -6.08  189.84
 1719.00   -6.08  189.84
 1720.00   -6.08  189.84
 1721.00   -6.08  189.84
 1722.00   -6.08  189.84
 1723.00   -6.08  189.84
 1724.00   -6.08  189.84
 1725.00   -6.08  189.84
 1726.00   -6.08  189.84
 1727.00   -6.08  189.84
 1728.00   -6.08  189.84
 1729.00   -6.08  189.84
 1730.00   -6.08  189.84
 1731.00   -6.08  189.84
 1732.00   -6.08  189.84
 1733.00   -6.08  189.84
 1734.00   -6.08  189.84
 1735.00   -6.08  189.84
 1736.00   -6.08  189.84
 1737.00   -6.08  189.84
 1738.00   -6.08  189.84
 1739.00   -6.08  189.84
 1740.00   -6.08  189.84
 1741.00   -6.08  189.84
 1742.00   -6.08  189.84
 1743.00   -6.08  189.84
 1744.00   -6.08  189.84
 1745.00   -6.08  189.84
 1746.00   -6.08  189.84
 1747.00   -6.08  189.84
 1748.00   -6.08  189.84
 1749.00   -6.08  189.84
 1750.00   -6.08  189.84
 1751.00   -6.08  189.84
 1752.00   -6.08  189.84
 1753.00   -6.08  189.84
 1754.00   -6.08  189.84
 1755.00   -6.08  189.84
 1756.00   -6.08  189.84
 1757.00   -6.08  189.84
 1758.00   -6.08  189.84
 1759.00   -6.08  189.84
 1760.00   -6.08  189.84
 1761.00   -6.08  189.84
 1762.00   -6.08  189.84
 1763.00   -6.08  189.84
 1764.00   -6.08  189.84
 1765.00   -6.08  189.84
 1766.00   -6.08  189.84
 1767.00   -6.08  189.84
 1768.00   -6.08  189.84
 1769.00   -6.08  189.84
 1770.00   -6.08  189.84
 1771.00   -6.08  189.84
 1772.00   -6.08  189.84
 1773.00   -6.08  189.84
 1774.00   -6.08  189.84
 1775.00   -6.08  189.84
 1776.00   -6.08  189.84
 1777.00   -6.08  189.84
 1778.00   -6.08  189.84
 1779.00   -6.08  189.84
 1780.00   -6.08  189.84
 1781.00   -6.08  189.84
 1782.00   -6.08  189.84
 1783.00   -6.08  189.84
 1784.00   -6.08  189.84
 1785.00   -6.08  189.84
 1786.00   -6.08  189.84
 1787.00   -6.08  189.84
 1788.00   -6.08  189.84
 1789.00   -6.08  189.84
 1790.00   -6.08  189.84
 1791.00   -6.08  189.84
 1792.00   -6.08  189.84
 1793.00   -6.08  189.84
 1794.00   -6.08  189.84
 1795.00   -6.08  189.84
 1796.00   -6.08  189.84
 1797.00   -6.08  189.84
 1798.00   -6.08  189.84
 1799.00   -6.08  189.84
