    t       m      T
  999.00   -5.67  189.84
 1000.00   -5.81  189.49
 1001.00   -5.61  189.78
 1002.00   -5.59  191.39
 1003.00   -5.62  188.94
 1004.00   -5.63  191.23
 1005.00   -5.71  190.58
 1006.00   -5.62  189.78
 1007.00   -5.64  190.52
 1008.00   -5.67  189.78
 1009.00   -5.76  190.13
 1010.00   -5.69  190.42
 1011.00   -5.56  191.65
 1012.00   -5.73  190.84
 1013.00   -5.62  189.84
 1014.00   -5.60  188.91
 1015.00   -5.56  190.84
 1016.00   -5.73  190.36
 1017.00   -5.78  188.46
 1018.00   -5.75  190.00
 1019.00   -5.60  191.39
 1020.00   -5.69  190.87
 1021.00   -5.64  189.36
 1022.00   -5.55  191.97
 1023.00   -5.59  189.17
 1024.00   -5.55  190.33
 1025.00   -5.67  190.71
 1026.00   -5.70  190.36
 1027.00   -5.64  190.42
 1028.00   -5.67  190.13
 1029.00   -5.61  190.55
 1030.00   -5.62  190.55
 1031.00   -5.64  189.88
 1032.00   -5.68  188.91
 1033.00   -5.66  188.07
 1034.00   -5.71  189.07
 1035.00   -5.56  190.33
 1036.00   -5.50  188.97
 1037.00   -5.66  188.43
 1038.00   -5.77  190.65
 1039.00   -5.61  190.52
 1040.00   -5.57  190.62
 1041.00   -5.66  189.68
 1042.00   -5.65  191.71
 1043.00   -5.75  189.42
 1044.00   -5.70  189.07
 1045.00   -5.65  188.65
 1046.00   -5.57  189.26
 1047.00   -5.73  190.00
 1048.00   -5.72  187.59
 1049.00   -5.69  189.46
 1050.00   -5.71  190.17
 1051.00   -5.73  189.65
 1052.00   -5.59  190.94
 1053.00   -5.57  190.00
 1054.00   -5.60  190.17
 1055.00   -5.68  191.49
 1056.00   -5.69  189.39
 1057.00   -5.71  189.81
 1058.00   -5.72  189.49
 1059.00   -5.60  189.84
 1060.00   -5.56  189.97
 1061.00   -5.51  190.52
 1062.00   -5.62  190.36
 1063.00   -5.58  191.39
 1064.00   -5.52  190.65
 1065.00   -5.72  190.71
 1066.00   -5.61  189.55
 1067.00   -5.62  189.65
 1068.00   -5.61  190.65
 1069.00   -5.62  190.52
 1070.00   -5.60  189.97
 1071.00   -5.63  188.91
 1072.00   -5.58  190.81
 1073.00   -5.68  190.23
 1074.00   -5.60  192.00
 1075.00   -5.60  190.07
 1076.00   -5.51  189.84
 1077.00   -5.69  191.52
 1078.00   -5.62  191.13
 1079.00   -5.65  190.87
 1080.00   -5.63  190.36
 1081.00   -5.76  191.36
 1082.00   -5.71  190.46
 1083.00   -5.64  189.49
 1084.00   -5.60  188.33
 1085.00   -5.56  190.07
 1086.00   -5.67  189.71
 1087.00   -5.55  190.42
 1088.00   -5.60  188.88
 1089.00   -5.59  190.00
 1090.00   -5.64  189.52
 1091.00   -5.78  188.62
 1092.00   -5.62  189.55
 1093.00   -5.72  190.20
 1094.00   -5.68  189.75
 1095.00   -5.72  190.10
 1096.00   -5.68  191.78
 1097.00   -5.63  188.78
 1098.00   -5.72  190.20
 1099.00   -5.76  189.17
 1100.00   -5.67  191.26
 1101.00   -5.56  189.78
 1102.00   -5.67  190.87
 1103.00   -5.69  190.84
 1104.00   -5.66  190.62
 1105.00   -5.63  189.62
 1106.00   -5.56  190.04
 1107.00   -5.72  190.07
 1108.00   -5.66  189.62
 1109.00   -5.67  191.65
 1110.00   -5.64  189.62
 1111.00   -5.72  190.55
 1112.00   -5.61  189.97
 1113.00   -5.65  189.42
 1114.00   -5.67  191.71
 1115.00   -5.70  191.26
 1116.00   -5.65  190.23
 1117.00   -5.68  189.97
 1118.00   -5.66  192.19
 1119.00   -5.65  191.42
 1120.00   -5.70  189.84
 1121.00   -5.51  189.20
 1122.00   -5.77  190.94
 1123.00   -5.61  189.55
 1124.00   -5.63  190.39
 1125.00   -5.64  188.72
 1126.00   -5.52  191.23
 1127.00   -5.48  190.10
 1128.00   -5.59  190.71
 1129.00   -5.67  191.13
 1130.00   -5.62  190.29
 1131.00   -5.61  191.36
 1132.00   -5.81  189.78
 1133.00   -5.83  191.74
 1134.00   -5.62  190.75
 1135.00   -5.80  189.49
 1136.00   -5.69  189.20
 1137.00   -5.67  189.71
 1138.00   -5.68  189.49
 1139.00   -5.72  189.84
 1140.00   -5.63  190.17
 1141.00   -5.64  188.01
 1142.00   -5.70  188.62
 1143.00   -5.65  189.39
 1144.00   -5.83  190.49
 1145.00   -5.63  189.71
 1146.00   -5.62  190.55
 1147.00   -5.57  190.68
 1148.00   -5.68  191.49
 1149.00   -5.63  189.97
 1150.00   -5.78  191.36
 1151.00   -5.54  190.17
 1152.00   -5.70  190.91
 1153.00   -5.67  190.55
 1154.00   -5.60  189.17
 1155.00   -5.60  189.49
 1156.00   -5.68  189.46
 1157.00   -5.57  189.42
 1158.00   -5.51  191.10
 1159.00   -5.59  189.49
 1160.00   -5.57  190.65
 1161.00   -5.68  188.56
 1162.00   -5.71  191.36
 1163.00   -5.70  189.17
 1164.00   -5.64  190.46
 1165.00   -5.49  190.68
 1166.00   -5.62  189.94
 1167.00   -5.62  191.29
 1168.00   -5.59  189.33
 1169.00   -5.68  189.55
 1170.00   -5.62  190.84
 1171.00   -5.66  189.26
 1172.00   -5.71  189.68
 1173.00   -5.61  187.40
 1174.00   -5.63  190.49
 1175.00   -5.64  190.78
 1176.00   -5.77  189.04
 1177.00   -5.74  189.46
 1178.00   -5.78  191.07
 1179.00   -5.56  189.42
 1180.00   -5.64  190.87
 1181.00   -5.61  191.13
 1182.00   -5.62  190.10
 1183.00   -5.62  190.36
 1184.00   -5.64  190.17
 1185.00   -5.65  190.42
 1186.00   -5.67  189.94
 1187.00   -5.64  190.36
 1188.00   -5.67  189.30
 1189.00   -5.69  190.33
 1190.00   -5.71  190.58
 1191.00   -5.69  188.78
 1192.00   -5.77  190.17
 1193.00   -5.79  189.88
 1194.00   -5.71  191.07
 1195.00   -5.73  190.07
 1196.00   -5.69  191.26
 1197.00   -5.70  189.91
 1198.00   -5.78  188.85
 1199.00   -5.56  190.04
 1200.00   -5.59  190.52
 1201.00   -5.74  188.72
 1202.00   -5.47  190.23
 1203.00   -5.71  189.36
 1204.00   -5.61  190.42
 1205.00   -5.66  189.81
 1206.00   -5.57  189.78
 1207.00   -5.67  190.49
 1208.00   -5.63  190.29
 1209.00   -5.73  190.68
 1210.00   -5.64  190.84
 1211.00   -5.62  190.04
 1212.00   -5.70  189.39
 1213.00   -5.84  188.72
 1214.00   -5.65  189.65
 1215.00   -5.73  188.43
 1216.00   -5.68  191.84
 1217.00   -5.60  190.33
 1218.00   -5.63  190.33
 1219.00   -5.56  189.33
 1220.00   -5.63  191.20
 1221.00   -5.63  190.36
 1222.00   -5.79  189.23
 1223.00   -5.63  190.20
 1224.00   -5.76  188.46
 1225.00   -5.68  189.65
 1226.00   -5.65  190.91
 1227.00   -5.50  190.33
 1228.00   -5.71  190.23
 1229.00   -5.61  190.65
 1230.00   -5.78  190.04
 1231.00   -5.61  189.49
 1232.00   -5.64  190.42
 1233.00   -5.72  189.46
 1234.00   -5.59  190.00
 1235.00   -5.69  190.33
 1236.00   -5.67  190.78
 1237.00   -5.69  190.68
 1238.00   -5.74  189.68
 1239.00   -5.67  190.81
 1240.00   -5.69  189.71
 1241.00   -5.54  189.84
 1242.00   -5.71  190.87
 1243.00   -5.71  189.39
 1244.00   -5.62  189.52
 1245.00   -5.69  190.04
 1246.00   -5.65  190.97
 1247.00   -5.60  192.26
 1248.00   -5.64  189.55
 1249.00   -5.72  188.72
 1250.00   -5.66  190.78
 1251.00   -5.66  189.33
 1252.00   -5.68  189.59
 1253.00   -5.73  190.29
 1254.00   -5.55  192.42
 1255.00   -5.74  190.36
 1256.00   -5.65  189.33
 1257.00   -5.64  190.00
 1258.00   -5.67  191.20
 1259.00   -5.72  189.78
 1260.00   -5.67  189.07
 1261.00   -5.68  190.68
 1262.00   -5.74  190.13
 1263.00   -5.69  190.55
 1264.00   -5.66  188.65
 1265.00   -5.62  189.30
 1266.00   -5.72  189.17
 1267.00   -5.75  191.23
 1268.00   -5.76  189.94
 1269.00   -5.64  191.52
 1270.00   -5.63  189.36
 1271.00   -5.67  191.23
 1272.00   -5.74  191.07
 1273.00   -5.68  190.04
 1274.00   -5.58  188.85
 1275.00   -5.59  191.71
 1276.00   -5.64  189.78
 1277.00   -5.57  190.87
 1278.00   -5.64  190.71
 1279.00   -5.67  188.46
 1280.00   -5.72  190.68
 1281.00   -5.70  189.94
 1282.00   -5.64  190.49
 1283.00   -5.63  190.17
 1284.00   -5.68  189.55
 1285.00   -5.62  189.81
 1286.00   -5.65  190.58
 1287.00   -5.66  190.29
 1288.00   -5.63  189.88
 1289.00   -5.69  191.13
 1290.00   -5.63  190.65
 1291.00   -5.54  190.52
 1292.00   -5.66  187.04
 1293.00   -5.62  189.81
 1294.00   -5.58  191.13
 1295.00   -5.72  191.07
 1296.00   -5.66  189.78
 1297.00   -5.60  190.17
 1298.00   -5.70  188.91
 1299.00   -5.73  190.81
 1300.00   -5.69  190.62
 1301.00   -5.65  188.97
 1302.00   -5.70  190.55
 1303.00   -5.71  190.97
 1304.00   -5.63  190.39
 1305.00   -5.69  189.68
 1306.00   -5.58  189.78
 1307.00   -5.50  191.13
 1308.00   -5.61  190.81
 1309.00   -5.61  189.20
 1310.00   -5.73  188.75
 1311.00   -5.66  192.26
 1312.00   -5.58  190.49
 1313.00   -5.56  190.29
 1314.00   -5.65  191.26
 1315.00   -5.54  188.46
 1316.00   -5.76  188.78
 1317.00   -5.73  189.23
 1318.00   -5.69  189.81
 1319.00   -5.69  191.55
 1320.00   -5.63  189.81
 1321.00   -5.66  191.45
 1322.00   -5.67  189.94
 1323.00   -5.65  189.94
 1324.00   -5.68  191.52
 1325.00   -5.65  190.17
 1326.00   -5.59  188.36
 1327.00   -5.64  189.26
 1328.00   -5.66  189.59
 1329.00   -5.48  192.00
 1330.00   -5.62  189.84
 1331.00   -5.65  191.52
 1332.00   -5.59  189.91
 1333.00   -5.68  191.58
 1334.00   -5.66  190.04
 1335.00   -5.69  190.97
 1336.00   -5.55  190.62
 1337.00   -5.66  190.17
 1338.00   -5.81  189.71
 1339.00   -5.66  190.39
 1340.00   -5.74  189.55
 1341.00   -5.68  190.36
 1342.00   -5.67  190.97
 1343.00   -5.71  188.91
 1344.00   -5.71  190.17
 1345.00   -5.63  190.78
 1346.00   -5.79  190.91
 1347.00   -5.58  189.78
 1348.00   -5.53  190.10
 1349.00   -5.45  188.94
 1350.00   -5.61  190.13
 1351.00   -5.63  189.52
 1352.00   -5.71  190.46
 1353.00   -5.64  191.65
 1354.00   -5.73  189.55
 1355.00   -5.61  190.97
 1356.00   -5.66  190.29
 1357.00   -5.76  190.78
 1358.00   -5.66  191.23
 1359.00   -5.82  188.91
 1360.00   -5.64  189.94
 1361.00   -5.59  189.49
 1362.00   -5.70  191.36
 1363.00   -5.52  189.52
 1364.00   -5.59  190.10
 1365.00   -5.61  191.07
 1366.00   -5.75  190.94
 1367.00   -5.47  191.49
 1368.00   -5.51  191.97
 1369.00   -5.65  189.26
 1370.00   -5.69  190.75
 1371.00   -5.72  189.78
 1372.00   -5.74  190.68
 1373.00   -5.76  189.81
 1374.00   -5.61  189.13
 1375.00   -5.67  189.91
 1376.00   -5.67  191.13
 1377.00   -5.68  191.71
 1378.00   -5.61  189.39
 1379.00   -5.54  188.91
 1380.00   -5.71  187.88
 1381.00   -5.66  189.23
 1382.00   -5.76  189.13
 1383.00   -5.61  190.75
 1384.00   -5.58  190.39
 1385.00   -5.68  190.65
 1386.00   -5.67  187.85
 1387.00   -5.70  190.75
 1388.00   -5.58  189.33
 1389.00   -5.67  190.65
 1390.00   -5.64  190.49
 1391.00   -5.58  190.75
 1392.00   -5.62  189.94
 1393.00   -5.77  189.81
 1394.00   -5.66  192.48
 1395.00   -5.71  190.00
 1396.00   -5.63  190.17
 1397.00   -5.61  191.52
 1398.00   -5.69  192.58
 1399.00   -5.65  190.55
 1400.00   -5.61  189.55
 1401.00   -5.61  192.23
 1402.00   -5.58  190.13
 1403.00   -5.65  189.97
 1404.00   -5.76  189.65
 1405.00   -5.70  188.14
 1406.00   -5.64  190.68
 1407.00   -5.60  190.49
 1408.00   -5.58  191.07
 1409.00   -5.73  189.81
 1410.00   -5.73  190.87
 1411.00   -5.75  190.46
 1412.00   -5.80  188.62
 1413.00   -5.59  189.91
 1414.00   -5.69  189.97
 1415.00   -5.55  191.49
 1416.00   -5.64  190.75
 1417.00   -5.61  191.20
 1418.00   -5.64  190.65
 1419.00   -5.63  189.10
 1420.00   -5.69  191.13
 1421.00   -5.61  189.94
 1422.00   -5.64  188.65
 1423.00   -5.56  190.10
 1424.00   -5.64  190.39
 1425.00   -5.64  190.20
 1426.00   -5.65  189.17
 1427.00   -5.76  191.00
 1428.00   -5.63  190.94
 1429.00   -5.58  191.49
 1430.00   -5.65  191.10
 1431.00   -5.59  191.00
 1432.00   -5.66  189.55
 1433.00   -5.57  190.42
 1434.00   -5.59  188.72
 1435.00   -5.80  190.20
 1436.00   -5.68  189.33
 1437.00   -5.72  189.78
 1438.00   -5.52  190.58
 1439.00   -5.61  189.07
 1440.00   -5.61  188.52
 1441.00   -5.66  189.71
 1442.00   -5.64  189.17
 1443.00   -5.61  192.29
 1444.00   -5.46  189.07
 1445.00   -5.65  189.88
 1446.00   -5.56  188.91
 1447.00   -5.57  190.84
 1448.00   -5.65  189.59
 1449.00   -5.56  189.75
 1450.00   -5.44  190.07
 1451.00   -5.56  191.97
 1452.00   -5.65  189.97
 1453.00   -5.58  191.58
 1454.00   -5.66  190.91
 1455.00   -5.68  191.07
 1456.00   -5.63  189.01
 1457.00   -5.59  189.23
 1458.00   -5.58  191.07
 1459.00   -5.72  189.68
 1460.00   -5.68  190.55
 1461.00   -5.65  190.10
 1462.00   -5.67  190.97
 1463.00   -5.58  190.71
 1464.00   -5.67  189.20
 1465.00   -5.49  189.55
 1466.00   -5.59  190.17
 1467.00   -5.62  187.94
 1468.00   -5.59  190.49
 1469.00   -5.61  189.75
 1470.00   -5.68  190.23
 1471.00   -5.58  188.94
 1472.00   -5.59  190.33
 1473.00   -5.58  190.81
 1474.00   -5.52  190.13
 1475.00   -5.58  190.65
 1476.00   -5.74  191.20
 1477.00   -5.62  190.94
 1478.00   -5.67  190.10
 1479.00   -5.64  189.17
 1480.00   -5.61  189.23
 1481.00   -5.66  189.88
 1482.00   -5.61  191.52
 1483.00   -5.61  188.62
 1484.00   -5.60  188.88
 1485.00   -5.65  190.62
 1486.00   -5.68  189.75
 1487.00   -5.70  189.23
 1488.00   -5.70  190.81
 1489.00   -5.53  191.74
 1490.00   -5.53  189.59
 1491.00   -5.51  190.36
 1492.00   -5.53  190.10
 1493.00   -5.65  189.52
 1494.00   -5.66  190.10
 1495.00   -5.54  190.87
 1496.00   -5.60  189.46
 1497.00   -5.61  188.43
 1498.00   -5.57  191.04
 1499.00   -5.55  189.91
 1500.00   -5.63  189.88
 1501.00   -5.72  190.81
 1502.00   -5.62  190.04
 1503.00   -5.72  189.84
 1504.00   -5.65  189.07
 1505.00   -5.58  190.04
 1506.00   -5.64  189.07
 1507.00   -5.70  188.81
 1508.00   -5.60  189.33
 1509.00   -5.73  190.71
 1510.00   -5.83  190.65
 1511.00   -5.55  190.97
 1512.00   -5.61  188.59
 1513.00   -5.66  191.74
 1514.00   -5.54  188.85
 1515.00   -5.68  188.59
 1516.00   -5.61  191.36
 1517.00   -5.53  190.17
 1518.00   -5.57  190.55
 1519.00   -5.63  190.17
 1520.00   -5.62  189.55
 1521.00   -5.67  189.49
 1522.00   -5.64  189.81
 1523.00   -5.70  190.00
 1524.00   -5.69  191.81
 1525.00   -5.69  191.71
 1526.00   -5.70  189.94
 1527.00   -5.61  190.07
 1528.00   -5.66  188.36
 1529.00   -5.64  188.75
 1530.00   -5.68  189.81
 1531.00   -5.61  190.04
 1532.00   -5.61  188.97
 1533.00   -5.63  190.17
 1534.00   -5.55  189.62
 1535.00   -5.60  190.46
 1536.00   -5.56  188.85
 1537.00   -5.55  191.23
 1538.00   -5.69  191.52
 1539.00   -5.66  189.36
 1540.00   -5.62  190.91
 1541.00   -5.48  189.68
 1542.00   -5.68  190.00
 1543.00   -5.68  189.39
 1544.00   -5.62  191.36
 1545.00   -5.61  189.55
 1546.00   -5.56  189.78
 1547.00   -5.61  188.85
 1548.00   -5.70  190.33
 1549.00   -5.69  189.04
 1550.00   -5.74  190.00
 1551.00   -5.64  189.17
 1552.00   -5.55  190.00
 1553.00   -5.58  191.26
 1554.00   -5.62  189.07
 1555.00   -5.68  188.52
 1556.00   -5.55  190.52
 1557.00   -5.64  189.52
 1558.00   -5.67  188.91
 1559.00   -5.68  190.33
 1560.00   -5.62  190.13
 1561.00   -5.67  190.52
 1562.00   -5.76  190.13
 1563.00   -5.62  190.46
 1564.00   -5.60  190.26
 1565.00   -5.66  189.39
 1566.00   -5.60  190.94
 1567.00   -5.67  189.59
 1568.00   -5.64  189.23
 1569.00   -5.57  189.75
 1570.00   -5.70  191.36
 1571.00   -5.64  189.30
 1572.00   -5.72  190.17
 1573.00   -5.58  190.58
 1574.00   -5.60  188.94
 1575.00   -5.74  190.52
 1576.00   -5.53  190.87
 1577.00   -5.63  189.71
 1578.00   -5.63  190.46
 1579.00   -5.65  190.65
 1580.00   -5.70  189.10
 1581.00   -5.70  190.13
 1582.00   -5.61  190.23
 1583.00   -5.77  189.91
 1584.00   -5.58  190.10
 1585.00   -5.74  189.33
 1586.00   -5.71  189.97
 1587.00   -5.65  189.62
 1588.00   -5.69  189.75
 1589.00   -5.70  188.91
 1590.00   -5.70  191.45
 1591.00   -5.68  190.13
 1592.00   -5.64  189.94
 1593.00   -5.71  191.13
 1594.00   -5.64  190.26
 1595.00   -5.57  190.55
 1596.00   -5.50  189.68
 1597.00   -5.49  190.13
 1598.00   -5.71  190.55
 1599.00   -5.54  192.10
 1600.00   -5.56  191.13
 1601.00   -5.53  190.20
 1602.00   -5.68  190.94
 1603.00   -5.66  191.61
 1604.00   -5.60  192.23
 1605.00   -5.74  190.81
 1606.00   -5.64  190.65
 1607.00   -5.55  190.42
 1608.00   -5.53  189.68
 1609.00   -5.66  189.65
 1610.00   -5.62  190.20
 1611.00   -5.62  189.97
 1612.00   -5.62  188.10
 1613.00   -5.54  190.55
 1614.00   -5.58  190.84
 1615.00   -5.62  191.49
 1616.00   -5.50  190.23
 1617.00   -5.63  189.04
 1618.00   -5.43  191.00
 1619.00   -5.60  189.59
 1620.00   -5.68  190.23
 1621.00   -5.68  190.29
 1622.00   -5.63  190.17
 1623.00   -5.62  190.49
 1624.00   -5.64  188.97
 1625.00   -5.63  189.10
 1626.00   -5.67  189.42
 1627.00   -5.56  189.17
 1628.00   -5.72  188.52
 1629.00   -5.59  190.65
 1630.00   -5.69  191.13
 1631.00   -5.53  190.17
 1632.00   -5.72  191.52
 1633.00   -5.64  189.88
 1634.00   -5.68  190.33
 1635.00   -5.67  190.42
 1636.00   -5.62  190.71
 1637.00   -5.56  190.91
 1638.00   -5.61  190.55
 1639.00   -5.51  192.71
 1640.00   -5.69  190.04
 1641.00   -5.57  189.55
 1642.00   -5.65  190.58
 1643.00   -5.72  191.00
 1644.00   -5.75  189.10
 1645.00   -5.65  189.30
 1646.00   -5.64  191.55
 1647.00   -5.69  190.46
 1648.00   -5.72  191.00
 1649.00   -5.69  191.20
 1650.00   -5.64  191.49
 1651.00   -5.60  188.59
 1652.00   -5.62  189.01
 1653.00   -5.62  189.65
 1654.00   -5.72  190.39
 1655.00   -5.69  189.13
 1656.00   -5.64  190.52
 1657.00   -5.70  189.23
 1658.00   -5.66  189.71
 1659.00   -5.62  188.20
 1660.00   -5.72  190.68
 1661.00   -5.61  190.84
 1662.00   -5.62  192.36
 1663.00   -5.60  190.78
 1664.00   -5.60  190.42
 1665.00   -5.70  190.49
 1666.00   -5.60  190.65
 1667.00   -5.60  190.68
 1668.00   -5.77  190.84
 1669.00   -5.71  190.46
 1670.00   -5.76  190.46
 1671.00   -5.66  189.26
 1672.00   -5.70  191.16
 1673.00   -5.61  189.55
 1674.00   -5.63  190.52
 1675.00   -5.74  190.46
 1676.00   -5.64  190.87
 1677.00   -5.64  191.58
 1678.00   -5.65  188.30
 1679.00   -5.58  191.23
 1680.00   -5.66  190.39
 1681.00   -5.63  190.07
 1682.00   -5.67  191.68
 1683.00   -5.58  191.42
 1684.00   -5.61  188.36
 1685.00   -5.64  189.59
 1686.00   -5.70  190.26
 1687.00   -5.67  190.68
 1688.00   -5.66  190.94
 1689.00   -5.68  191.49
 1690.00   -5.70  190.81
 1691.00   -5.54  189.84
 1692.00   -5.59  190.78
 1693.00   -5.72  188.91
 1694.00   -5.60  190.23
 1695.00   -5.71  189.81
 1696.00   -5.57  190.62
 1697.00   -5.57  189.30
 1698.00   -5.63  189.91
 1699.00   -5.56  190.68
 1700.00   -5.63  191.26
 1701.00   -5.67  189.81
 1702.00   -5.68  190.33
 1703.00   -5.66  189.62
 1704.00   -5.66  191.13
 1705.00   -5.69  189.13
 1706.00   -5.65  191.68
 1707.00   -5.68  191.04
 1708.00   -5.55  190.29
 1709.00   -5.74  190.29
 1710.00   -5.74  188.85
 1711.00   -5.58  189.91
 1712.00   -5.59  189.94
 1713.00   -5.54  190.68
 1714.00   -5.66  188.94
 1715.00   -5.73  190.65
 1716.00   -5.68  190.00
 1717.00   -5.70  189.97
 1718.00   -5.68  189.94
 1719.00   -5.68  189.71
 1720.00   -5.59  190.49
 1721.00   -5.65  190.49
 1722.00   -5.56  191.00
 1723.00   -5.57  191.65
 1724.00   -5.66  192.07
 1725.00   -5.66  189.81
 1726.00   -5.67  191.84
 1727.00   -5.60  191.45
 1728.00   -5.67  189.81
 1729.00   -5.60  190.20
 1730.00   -5.70  189.07
 1731.00   -5.71  189.68
 1732.00   -5.62  189.78
 1733.00   -5.53  189.81
 1734.00   -5.51  189.07
 1735.00   -5.58  189.62
 1736.00   -5.66  188.36
 1737.00   -5.65  189.10
 1738.00   -5.77  188.88
 1739.00   -5.66  190.42
 1740.00   -5.58  189.07
 1741.00   -5.67  189.78
 1742.00   -5.71  191.39
 1743.00   -5.64  190.00
 1744.00   -5.58  188.20
 1745.00   -5.65  189.97
 1746.00   -5.61  189.91
 1747.00   -5.60  191.04
 1748.00   -5.62  189.23
 1749.00   -5.62  190.29
 1750.00   -5.54  189.97
 1751.00   -5.64  190.84
 1752.00   -5.66  190.17
 1753.00   -5.60  190.20
 1754.00   -5.62  190.42
 1755.00   -5.64  191.78
 1756.00   -5.71  189.30
 1757.00   -5.66  190.87
 1758.00   -5.66  188.85
 1759.00   -5.64  190.84
 1760.00   -5.62  189.42
 1761.00   -5.57  190.68
 1762.00   -5.61  190.62
 1763.00   -5.72  190.49
 1764.00   -5.71  189.39
 1765.00   -5.69  190.65
 1766.00   -5.70  189.88
 1767.00   -5.64  189.71
 1768.00   -5.66  190.55
 1769.00   -5.74  189.78
 1770.00   -5.60  190.91
 1771.00   -5.67  190.46
 1772.00   -5.61  190.46
 1773.00   -5.60  190.36
 1774.00   -5.57  191.23
 1775.00   -5.57  189.20
 1776.00   -5.65  190.36
 1777.00   -5.68  191.58
 1778.00   -5.74  188.68
 1779.00   -5.65  190.49
 1780.00   -5.66  190.33
 1781.00   -5.45  190.10
 1782.00   -5.66  190.10
 1783.00   -5.65  188.85
 1784.00   -5.50  189.68
 1785.00   -5.61  189.30
 1786.00   -5.65  191.16
 1787.00   -5.67  190.00
 1788.00   -5.59  190.46
 1789.00   -5.55  190.10
 1790.00   -5.57  190.29
 1791.00   -5.62  189.26
 1792.00   -5.63  190.62
 1793.00   -5.60  192.52
 1794.00   -5.62  188.94
 1795.00   -5.65  191.36
 1796.00   -5.64  188.17
 1797.00   -5.75  189.59
 1798.00   -5.63  189.13
 1799.00   -5.61  190.33
